9a3cc558,Aloísio,1999-2013,0,BRA,br,São Paulo FC!Paris Saint...
244738ef,Dominique Arribagé,1999-2008,0,FRA,fr,Rennes!Toulouse
a5e9c273,Joselu,2009-2018,1,ESP,es,Granada!Lugo!Recreativo...
495945ef,Ashley Westwood,2008-2018,1,ENG,gb-eng,Burnley!Aston Villa!Cre...
7f1c3bca,Giuseppe Bellusci,2006-2018,1,ITA,it,Palermo!Catania!Leeds U...
8794e251,Adrien Rabiot,2012-2018,1,FRA,fr,Paris Saint-Germain!Toulouse
a98df576,İbrahim Üzülmez,2001-2011,0,TUR,tr,Beşiktaş J.K.
f2ecc8e6,Alexandru Gațcan,2006-2018,1,MDA,md,FC Rostov!FC Rubin Kazan
d908a09a,Kosei Shibasaki,2008-2017,1,JPN,jp,Sanfrecce Hiroshima!Toky...
2cb527ad,Cyril Rool,1999-2010,0,FRA,fr,Nice!Lens!Bordeaux!Monaco
dde09719,Jesús Méndez,2004-2018,1,ARG,ar,Toluca!Club Atlético Vél...
2db38ed0,Drissa Diakité,2005-2016,0,MLI,ml,Nice!Bastia!Tours!Olym...
3a6a9368,Christoffer Källqvist,2001-2017,1,SWE,se,BK Häcken
fd426b96,Yu Hai,2006-2017,1,CHN,cn,Shanghai SIPG FC!Guizhou...
6036afc6,Noé Pamarot,2002-2014,0,FRA,fr,Hércules!Nice!Portsmout...
a7c8b93c,Nikolay Bodurov,2009-2018,1,BUL,bg,PFC CSKA Sofia!PFC Litex...
79019bf4,Kirill Nababkin,2005-2018,1,RUS,ru,PFC CSKA Moscow!FC Moscow
dc168826,David Stockdale,2002-2018,1,ENG,gb-eng,Birmingham City!Brighton...
d5f2f82b,Marquinhos,2012-2018,1,BRA,br,Paris Saint-Germain!Roma...
fcab00a0,Conor Hourihane,2011-2018,1,IRL,ie,Aston Villa!Plymouth Arg...
064c523e,Mathias Ranégie,2007-2017,1,SWE,se,BK Häcken!Malmö FF!Udin...
c21b9d9d,Victor Obinna,2005-2018,1,NGA,ng,Mpumalanga Black Aces FC,...
f9c6d93b,Emiliano Tarana,2001-2011,0,ITA,it,Mantova!Piacenza!Portog...
76eca7e2,Wayne Hennessey,2006-2018,1,WAL,gb-wal,Crystal Palace!Wolverham...
4f2a1eb0,James Chambers,2001-2015,0,ENG,gb-eng,Walsall!Watford!Doncast...
2797fc1d,Matthew Connolly,2006-2018,1,ENG,gb-eng,Cardiff City!Queens Park...
c31afde8,Francis Dickoh,2003-2016,0,GHA,gh,FC Nordsjælland!Utrecht,...
19a29e3a,Mauro Lustrinelli,2003-2012,0,SUI,ch,FC Thun!AC Bellinzona!F...
1dd7ae40,Domenico Giampà,2001-2012,0,ITA,it,Modena!Ternana!Messina,...
24baba9d,Marko Vešović,2010-2018,1,MNE,me,HNK Rijeka!Legia Warsaw,...
8da75c5a,Michael Thwaite,2006-2018,1,AUS,au,Western Sydney Wanderers ...
56dd5e10,Jan Lecjaks,2009-2018,1,CZE,cz,GNK Dinamo Zagreb!BSC Yo...
312b5891,Leon Cort,2002-2014,0,GUY,gy,Southend United!Hull Cit...
039220de,Jabulani Maluleke,2006-2018,1,RSA,za,Polokwane City FC!SuperS...
3022964d,Gaetano De Rosa,1998-2008,0,ITA,it,Bari!Reggina!Genoa
4a5f3caf,Yoshihiro Uchimura,2005-2017,1,JPN,jp,Consadole Sapporo!Ehime ...
fdd85f94,Davy Pröpper,2009-2018,1,NED,nl,Brighton & Hove Albion!V...
498d65af,Léo,2003-2013,0,BRA,br,Santos FC!Benfica
a80cb423,Jesper Christiansen,2000-2014,0,DEN,dk,FC Copenhagen!Viborg FF,...
8aaad440,Sylvain Monsoreau,2001-2011,0,FRA,fr,Sochaux!Monaco!Saint-Ét...
9f596d20,Marvin Sordell,2009-2018,1,ENG,gb-eng,Burton Albion!Watford!C...
5ca175e7,Janusz Gol,2008-2018,1,POL,pl,FC Amkar Perm!GKS Bełcha...
58e98028,Elliott Ward,2004-2018,1,ENG,gb-eng,Blackburn Rovers!Milton ...
4de03033,Andrija Delibašić,2003-2013,0,MNE,me,Rayo Vallecano!Hércules,...
983f798c,Stefan Šćepović,2007-2018,1,SRB,rs,Sporting Gijón!Videoton ...
64f21a56,Simon Walton,2004-2018,1,ENG,gb-eng,Sutton United!Hartlepool...
398dc4f4,Mustapha Yatabaré,2009-2018,1,MLI,ml,Kardemir Karabükspor!Kon...
3b79dbdb,Jordi Xumetra,2008-2017,0,ESP,es,Elche!Girona!Levante!Z...
7710e7e5,Sanharib Malki,2005-2016,0,TUR,tr,Beerschot!Kasımpaşa Spor...
ea4c5dbd,Pato Abbondanzieri,2001-2010,0,ARG,ar,Boca Juniors!Getafe!Spo...
1d248a46,Steve Marlet,1999-2007,0,FRA,fr,Marseille!Fulham!Lyon!...
63345603,Adrian Cristea,2006-2017,0,ROU,ro,FC Dinamo București!FC U...
bb34761d,Nery Castillo,2000-2014,0,MEX,mx,Olympiacos FC!Aris FC!F...
a56ac143,Deniz Barış,2001-2014,0,TUR,tr,Fenerbahçe SK!Antalyaspo...
f5367c38,Saeid Daghighi,2009-2017,0,IRN,ir,Tractor Sazi FC!Shahrdar...
40797b69,Viktor Prodell,2009-2017,1,SWE,se,IF Elfsborg!Åtvidabergs ...
b5463606,Manuel Iori,2008-2018,1,ITA,it,Cittadella!Padova!Livor...
6d66654d,Albin Ebondo,2003-2012,0,FRA,fr,Toulouse!Saint-Étienne
21b2c885,Francis Jeffers,1998-2013,0,ENG,gb-eng,Everton!Sheffield Wednes...
0780ab75,Leon Best,2004-2018,1,IRL,ie,Charlton Athletic!Covent...
7e916030,Maurice Dalé,2008-2018,1,FRA,fr,Nancy!Arles-Avignon!Pan...
90a3ef14,Yuichiro Nagai,2001-2017,1,JPN,jp,Thespakusatsu Gunma!Uraw...
18bde26a,Jaime Correa,2003-2013,0,MEX,mx,Pachuca!San Luis
db3b6e30,Naoya Kondo,2003-2017,1,JPN,jp,JEF United Ichihara Chiba...
496aeede,Christoph Kramer,2011-2018,1,GER,de,Borussia Mönchengladbach,...
4c6bbeb5,Grant Brebner,2000-2012,0,SCO,gb-sco,Melbourne Victory FC!Hib...
0ced6664,Daniel Toribio,2009-2018,1,ESP,es,Alcorcón!Real Murcia!Po...
e615f835,César Arias,2009-2017,1,COL,co,Alianza Petrolera!Once C...
1c719a79,David May,1992-2012,0,ENG,gb-eng,Manchester United!Blackb...
96a4976d,Iván de la Peña,1998-2011,0,ESP,es,Espanyol!Marseille!Lazi...
e6d582ed,Fousseni Diawara,2000-2015,0,MLI,ml,Saint-Étienne!Ajaccio!T...
7ed107b1,Benny Feilhaber,2006-2017,1,USA,us,Sporting KC!New England ...
31c01b85,Jordy Clasie,2010-2018,1,NED,nl,Club Brugge!Feyenoord!S...
aec63b70,Aleksandar Prijović,2007-2018,1,SRB,rs,PAOK FC!Legia Warsaw!FC...
3b08106f,Jérôme Thiesson,2008-2017,1,SUI,ch,Minnesota United!FC Luze...
e0142382,Maicon Souza,2004-2017,1,BRA,br,Grêmio!São Paulo FC!Fig...
dbf3e08b,Nemanja Rnić,2006-2018,1,SRB,rs,Wolfsberger AC!FK Partiz...
8deea838,Mateas Delić,2007-2018,1,CRO,hr,NK Slaven Belupo!PFC Ber...
4641e9a2,Avilés Hurtado,2010-2018,1,MEX,co,Monterrey!Chiapas!Atlét...
76a4233b,Jean-Armel Kana-Biyik,2008-2018,1,CMR,cm,Kayserispor!Rennes!Le H...
a45eac1f,Haris Seferović,2008-2018,1,SUI,ch,Benfica!Eintracht Frankf...
89f9eead,Antonio González,2001-2010,0,ESP,es,Club Universitario de Dep...
9f3a44d9,Valentyn Slyusar,2004-2012,0,UKR,ua,FC Metalist Kharkiv!FC O...
0c2ac3cb,Rafinha,2010-2018,1,BRA,br,Internazionale!Barcelona...
5d344799,Ieroklis Stoltidis,2000-2011,0,GRE,gr,Olympiacos FC!Iraklis 19...
9ecca9b5,Robin Söder,2008-2018,1,SWE,se,Lokeren!IFK Göteborg!Es...
9c9b074a,Raffaele Schiavi,2004-2018,1,ITA,it,Salernitana!Lecce!Vicen...
a772eba6,James Chester,2008-2018,1,WAL,gb-wal,Aston Villa!Hull City!C...
de78f3a3,Glen Salmon,2000-2012,0,RSA,za,Groningen!NAC Breda!Sup...
8ac44cc2,Bojan Jokić,2007-2018,1,SVN,si,FC Ufa!Chievo!Sochaux!...
364d8e06,Philippe Brunel,1999-2010,0,FRA,fr,Lille!Lens!Angers!Soch...
20fa7deb,Andrija Kaluđerović,2006-2016,0,SRB,rs,FK Radnički Beograd!OFK ...
e37a49cb,Ariel Bogado,2007-2015,0,PAR,py,Club Nacional!Sportivo L...
2114abf9,Camillo Ciano,2011-2018,1,ITA,it,Frosinone!Crotone!Cesen...
6b301030,Alexander Aas,2000-2012,0,NOR,no,Strømsgodset IF!Odds BK,...
a6979454,Roman Bednář,2005-2016,0,CZE,cz,West Bromwich Albion!AC ...
ce17b5eb,Kevin Trapp,2010-2018,1,GER,de,Paris Saint-Germain!Eint...
8f04a4af,Vladimir Granat,2007-2018,1,RUS,ru,FC Rubin Kazan!FC Dynamo...
90517f8a,Richi,2002-2012,0,ESP,es,Real Murcia!Tenerife
c75b6a02,Andrea Bertolacci,2009-2018,1,ITA,it,Genoa!Lecce!Milan
55780c04,Lee Mair,2002-2015,0,SCO,gb-sco,St Mirren!Dundee!Aberde...
7b17d906,Boško Janković,2006-2016,0,SRB,rs,Genoa!Hellas Verona!Mal...
22354b7a,Rodrigo Ruiz,2003-2012,0,CHI,cl,Santos Laguna!Tecos!Atl...
ac44c266,Matt Moussilou,2001-2014,0,CGO,cg,Lille!FC Lausanne-Sport,...
ed494abb,Peterson Peçanha,2005-2017,0,BRA,br,FC Petrolul Ploiești!Paç...
23efc67c,Marc Schnatterer,2009-2018,1,GER,de,Heidenheim
bd89b75e,Milan Jovanović,2004-2013,0,SRB,rs,Standard Liège!Anderlech...
caf327a5,Aleksandar Luković,2006-2017,0,SRB,rs,Udinese!Red Star Belgrad...
4e3e4138,Ivo Iličević,2006-2017,0,CRO,hr,Hamburger SV!Kaiserslaut...
58438192,Byron Moore,2007-2018,1,ENG,gb-eng,Crewe Alexandra!Bristol ...
9094c16e,Luigi Pieroni,2003-2013,0,BEL,be,Auxerre!Mouscron!Arles-...
70b362af,Carlos Garrido,2005-2014,0,CHI,cl,Audax Italiano!Rangers d...
9dc69d38,Leandro Bacuna,2009-2018,1,CUW,cw,Aston Villa!Reading!Gro...
8d408687,Emanuele Terranova,2007-2018,1,ITA,it,Frosinone!Sassuolo!Lecc...
563cbac0,Henrik Dalsgaard,2008-2018,1,DEN,dk,Brentford!AaB Fodbold!Z...
ff4d77df,Liam Feeney,2007-2018,1,ENG,gb-eng,Blackburn Rovers!Cardiff...
6fe53d33,Andrés Andrade,2009-2018,1,COL,co,León!Deportes Tolima!Am...
079413e5,David Goodwillie,2005-2017,0,SCO,gb-sco,Dundee United!Aberdeen!...
a2f11351,Marek Sokołowski,2002-2016,0,POL,pl,Podbeskidzie Bielsko-Biał...
951ee8de,Felipe Núñez,2005-2016,0,CHI,cl,Club Deportivo Palestino,...
33a69223,Stevie Crawford,2000-2011,0,SCO,gb-sco,Dunfermline Athletic!Abe...
cbbfa2e7,Fyodor Smolov,2007-2018,1,RUS,ru,FC Krasnodar!FC Dynamo M...
f6876bd7,Dimas Delgado,2008-2017,0,ESP,es,Recreativo!Numancia!Wes...
8c9aab00,Tom Lees,2010-2018,1,ENG,gb-eng,Sheffield Wednesday!Leed...
57935ba0,Ronald Zubar,2004-2016,0,GPE,gp,Marseille!Wolverhampton ...
eb34721b,Neil Kilkenny,2004-2018,1,ENG,gb-eng,Melbourne City FC!Perth ...
9bacbb2a,Tümer Metin,2001-2012,0,TUR,tr,Beşiktaş J.K.!AE Larissa...
b35e9c40,Ricardo José Vaz Alves Monteiro,2008-2018,1,POR,pt,Rio Ave
3f30b506,Dominic Maroh,2008-2018,1,SVN,si,Köln!Nürnberg
a59d3f80,Rafael Marques,2004-2017,1,BRA,br,CR Vasco da Gama!Grêmio,...
d63e2912,Hiroki Sakai,2010-2018,1,JPN,jp,Marseille!Hannover 96!K...
3dca33cd,Adrián Romero,2002-2014,0,URU,uy,Club Nacional de Football...
ca559b36,Scott Chipperfield,2003-2012,0,SUI,au,FC Basel
73d30c88,Artur Sobiech,2008-2018,1,POL,pl,Darmstadt 98!Hannover 96...
c0f9667c,Giovane Élber,1999-2006,0,BRA,br,Bayern Munich!Lyon!Cruz...
ac6d027e,Ángel Vivar Dorado,1999-2009,0,ESP,es,Getafe!Racing Santander,...
542cc80f,Paul Lasne,2009-2018,1,FRA,fr,Montpellier!Ajaccio!Châ...
0838d5dd,Jonny Uchuari,2011-2017,1,ECU,ec,Deportivo Cuenca!LDU Loj...
46f5c54d,Thiago Cionek,2008-2018,1,POL,pl,Palermo!SPAL!Jagielloni...
e25aaab9,Rogelio Chávez,2004-2016,0,MEX,mx,Cruz Azul!Pachuca!FBC M...
7fbbac4f,Bruno Fornaroli,2006-2018,1,URU,uy,Melbourne City FC!Club N...
56837a04,Shane Stefanutto,2004-2016,0,AUS,au,Brisbane Roar FC!Lillest...
0e5651c6,Jorge Huamán,2005-2013,0,PER,pe,Club Deportivo Universida...
95cfe655,Cheick Diabaté,2009-2018,1,MLI,ml,Benevento!Bordeaux!Metz...
fd5888a0,Floyd Ayité,2009-2018,1,TOG,tg,Fulham!Reims!Bastia!Bo...
e62abf14,Mariano Mina,2006-2014,0,ECU,ec,Club Sport Emelec!Club S...
3d6d73e3,Preki,1992-2005,0,USA,us,Sporting KC!Everton!Mia...
6cd96eaf,Wilson Tiago,2005-2017,1,BRA,br,Oeste Futebol Clube!More...
8a24a858,Jade North,2005-2018,1,AUS,au,Brisbane Roar FC!Newcast...
3a8ce088,Nathan Clarke,2002-2018,1,ENG,gb-eng,Grimsby Town!Huddersfiel...
af8a0f37,Ümit Karan,2001-2011,0,TUR,tr,Galatasaray SK!Eskişehir...
cfd8dde3,Benjamin Corgnet,2010-2018,1,FRA,fr,Strasbourg!Saint-Étienne...
c677e6f4,Ionel Dănciulescu,2006-2014,0,ROU,ro,FC Dinamo București!Hérc...
64427063,Iain Vigurs,2007-2018,1,SCO,gb-sco,Inverness CT!Ross County...
d82a98df,Francisco Palencia,2001-2012,0,MEX,mx,UNAM!Guadalajara!Chivas...
8ef377c5,Henrik Pedersen,2001-2013,0,DEN,dk,Bolton Wanderers!Silkebo...
e73659d3,James Forrest,2009-2018,1,SCO,gb-sco,Celtic
0ca7c45e,Facundo Erpen,2002-2018,1,ARG,ar,Atlas!Lobos BUAP!Moreli...
ba681317,Dave van den Bergh,1999-2009,0,NED,nl,Utrecht!New York Red Bul...
1e415dd6,Ali Turan,2004-2018,1,TUR,tr,Konyaspor!Kayserispor!A...
28dd2f5b,Enrico Chiesa,1998-2008,0,ITA,it,Siena!Fiorentina!Parma,...
fed5ff7e,Mohsen Bengar,2009-2018,1,IRN,ir,Naft Tehran FC!Persepoli...
58027adc,Ladislav Krejčí,2009-2018,1,CZE,cz,Bologna!FC Zbrojovka Brn...
5b6be0ed,Stewart Drummond,2004-2015,0,ENG,gb-eng,Morecambe!Chester City!...
1528888f,Joel Sánchez,2007-2018,1,PER,pe,Sporting Cristal!Queréta...
d345ef4d,Simone Gozzi,2007-2018,1,ITA,it,Modena!Pro Vercelli
bce997be,Tony Craig,2002-2018,1,ENG,gb-eng,Millwall!Bristol Rovers,...
b746a100,Massimiliano Scaglia,2002-2016,0,ITA,it,Pro Vercelli!Bari!Trevi...
05c3a4f1,Mustapha Oussalah,2003-2016,0,MAR,ma,Kortrijk!Mouscron!Excel...
8aec0537,Pascal Groß,2008-2018,1,GER,de,Brighton & Hove Albion!I...
d0a01d27,Andrey Yeshchenko,2005-2018,1,RUS,ru,FC Spartak Moscow!FC Ars...
f2f0c46a,Karim Ziani,2001-2018,1,ALG,dz,Orléans!Marseille!Socha...
6b9f2f3e,Igor Lewczuk,2008-2018,1,POL,pl,Bordeaux!Legia Warsaw!J...
ecb966a8,Abdullah Elyasa Süme,2004-2017,0,TUR,tr,Gaziantepspor!MKE Ankara...
ab069b0c,Maksym Kalynychenko,2001-2014,0,UKR,ua,FC Spartak Moscow!FC Dni...
47b3b724,Owen Garvan,2005-2017,0,IRL,ie,Ipswich Town!Crystal Pal...
58825dc5,Patrick Owomoyela,2003-2013,0,GER,de,Borussia Dortmund!Armini...
1900032e,Jannik Vestergaard,2010-2018,1,DEN,dk,Borussia Mönchengladbach,...
2bf30ad7,Amara Baby,2009-2018,1,SEN,sn,Charleroi!Châteauroux!L...
65844088,Jung Jo-gook,2007-2017,1,KOR,kr,Gangwon FC!FC Seoul!Gwa...
2969d5da,Shao Jiayi,2002-2015,0,CHN,cn,Energie Cottbus!Beijing ...
bebc9f37,Hubert Wołąkiewicz,2005-2017,0,POL,pl,Lech Poznań!Lechia Gdańs...
93b19d06,Aristide Bancé,2003-2016,0,BFA,bf,Lokeren!Mainz 05!Samsun...
1e6e3a4c,Szymon Pawłowski,2006-2017,0,POL,pl,Lech Poznań!Zagłębie Lub...
b2f83d61,Grzegorz Bonin,2005-2017,0,POL,pl,Górnik Łęczna!Korona Kie...
f70cb603,Yuki Matsushita,2001-2017,1,JPN,jp,Thespakusatsu Gunma!Yoko...
4b511457,Oriol Romeu,2010-2018,1,ESP,es,Southampton!Stuttgart!C...
e8be9a62,Waldemar Sobota,2010-2018,1,POL,pl,St. Pauli!Śląsk Wrocław,...
7fec31a0,Dan Gosling,2006-2018,1,ENG,gb-eng,Bournemouth!Newcastle Un...
ab040f4b,John Narvaez,2009-2017,1,ECU,ec,LDU Quito!Club Sport Eme...
10c3973b,Dema Kovalenko,1999-2010,0,UKR,ua,Chicago Fire!D.C. United...
4a56052c,Jordan Veretout,2010-2018,1,FRA,fr,Fiorentina!Nantes!Saint...
968b3288,László Zsidai,2005-2018,1,HUN,hu,Puskás Akadémia FC!MTK B...
9d19d667,Pablo Pinillos Caro,2002-2011,0,ESP,es,Racing Santander!Levante...
82a80903,Jhersson Córdoba,2007-2016,0,COL,co,La Equidad!Independiente...
9713e675,John Welsh,2003-2018,1,ENG,gb-eng,Preston North End!Tranme...
6adcb909,Guillermo Marino,2001-2015,0,ARG,ar,Club Universidad de Chile...
291f5252,Yūsuke Tanaka,2006-2017,1,JPN,jp,Cerezo Osaka!Kawasaki Fr...
6755e384,Tomás Guzmán,2002-2015,0,PAR,py,Piacenza!Crotone!Messin...
81e0d497,Roman Adamov,2001-2013,0,RUS,ru,FC Rostov!FC Moscow!FC ...
4abe5c93,Sávio,1999-2010,0,BRA,br,Zaragoza!Real Madrid!Bo...
c43e5e7e,Júnior Moraes,2007-2018,1,,,FC Dynamo Kyiv!Tianjin S...
279cae8b,Jérémy Taravel,2008-2018,1,FRA,fr,Cercle Brugge!Lokeren!G...
bdb76ade,Burhan Eşer,2005-2016,0,TUR,tr,Sivasspor!Gençlerbirliği...
73338e07,Krisztián Lisztes,1999-2012,0,HUN,hu,Werder Bremen!Stuttgart,...
25b379f2,Steven Pressley,1994-2009,0,SCO,gb-sco,Heart of Midlothian!Celt...
f0a31c00,Sergio Mora,2002-2018,1,ESP,es,Getafe!Alcorcón!Alavés,...
aed253e5,Berat Sadik,2005-2017,0,FIN,fi,FC Thun!HJK Helsinki!FC...
ce070a45,Jonathan Copete,2011-2017,1,VEN,co,Santos FC!Atlético Nacio...
5996ffd9,Andreas Weimann,2010-2018,1,AUT,at,Derby County!Aston Villa...
15a21c79,Diego Contento,2009-2018,1,GER,de,Bordeaux!Bayern Munich!...
47fd5136,Yaroslav Rakitskiy,2009-2018,1,UKR,ua,FC Shakhtar Donetsk
4a895384,Xabier Etxeita,2008-2018,1,ESP,es,Athletic Bilbao!Elche!C...
c56ab2cd,Marius Ebbers,2003-2014,0,GER,de,St. Pauli!Alemannia Aach...
ec56ab74,Ruslan Fomin,2005-2018,1,UKR,ua,FC Illichivets Mariupol!...
cfbc3770,Daisuke Ichikawa,2001-2012,0,JPN,jp,Shimizu S-Pulse!Mito Hol...
0dc421f3,Lúcio Flávio dos Santos,2003-2015,0,BRA,br,Botafogo de Futebol e Reg...
3cf4e0ac,Kentaro Oi,2004-2017,1,JPN,jp,Júbilo Iwata!Albirex Nii...
49b8c292,Matt Gilks,2002-2018,1,SCO,gb-sco,Scunthorpe United!Blackp...
f4b852b5,Volodymyr Chesnakov,2007-2018,1,UKR,ua,FC Vorskla Poltava
adc37676,Mohammad Nouri,2009-2018,1,IRN,ir,Tractor Sazi FC!Fajr Jam...
8b788c01,Anthony Martial,2012-2018,1,FRA,fr,Manchester United!Monaco...
bbdc19f2,Vitor Junior,2010-2017,1,BRA,br,Chicago Fire!LA Galaxy!...
e4b8c5b6,Ezequiel Muñoz,2008-2018,1,ARG,ar,Leganés!Palermo!Genoa!...
827422f9,Thiago Heleno,2006-2017,1,BRA,br,Clube Atlético Paranaense...
afc43c27,Mohsen Mosalman,2009-2018,1,IRN,ir,Persepolis FC!Zob Ahan I...
1c37137f,Mykola Morozyuk,2006-2018,1,UKR,ua,FC Dynamo Kyiv!FC Metalu...
f0d15d0c,Jonas Lantto,2007-2017,1,SWE,se,Gefle IF
256f3aa9,Laure,2007-2018,1,ESP,es,Alcorcón!Deportivo La Co...
fee565d6,Joni Kauko,2008-2018,1,FIN,fi,Randers FC!FC Inter Turk...
dbb8f2c3,Eddie Gustafsson,2001-2014,0,SWE,se,FC Red Bull Salzburg!Mol...
2bac428d,Hans Vonk,2000-2011,0,RSA,za,Heerenveen!Ajax Cape Tow...
ab55df84,Vanderlei Farias da Silva,2008-2017,1,BRA,br,Santos FC!Coritiba Croco...
04fa4a07,Cristian Pellerano,2006-2018,1,ARG,ar,Veracruz!Tijuana!Arsena...
e22908a5,Darren Dods,2000-2013,0,SCO,gb-sco,Inverness CT!Dundee Unit...
f1c2030c,Stefan Beinlich,1992-2008,0,GER,de,Hamburger SV!Hertha BSC,...
cda49f68,Guillermo Molins,2006-2018,1,SWE,se,Panathinaikos FC!Malmö F...
8309b068,Yohan Benalouane,2007-2018,1,TUN,tn,Leicester City!Saint-Éti...
c84ddbc4,Dario Šimić,1998-2009,0,CRO,hr,Milan!Internazionale!Monaco
26a45c50,Rafael da Silva Francisco,2006-2017,1,BRA,br,Cruzeiro Esporte Clube!C...
de07ca1e,Sebastián Eguren,2005-2016,0,URU,uy,Villarreal!Sporting Gijó...
7e732709,Warren Barton,1992-2004,0,ENG,gb-eng,Newcastle United!Wimbled...
546dcec7,Dragan Mrđa,2005-2017,1,SRB,rs,Omiya Ardija!Shonan Bell...
1d3f9dcd,Miguel Ximénez,2006-2015,0,URU,uy,Sporting Cristal!Club Un...
540435f3,Carlos Solis,2005-2013,0,PER,pe,Alianza Lima!Cienciano!...
aefb8831,Scott Golbourne,2004-2018,1,ENG,gb-eng,Milton Keynes Dons!Exete...
c1c2c925,Sandro,2008-2018,1,BRA,br,Antalyaspor!Benevento!T...
2d9f5104,Tam Scobbie,2005-2018,1,SCO,gb-sco,Dundee United!Falkirk!S...
11c75dcd,Sebastián Jaime,2009-2017,1,ARG,ar,Unión Española!Real Salt...
5c6dd7bc,Ryan Taylor,2002-2017,0,ENG,gb-eng,Tranmere Rovers!Newcastl...
b3e57af1,Tobias Levels,2006-2018,1,NED,de,Ingolstadt 04!Borussia M...
930585c0,Paul Huntington,2006-2018,1,ENG,gb-eng,Preston North End!Yeovil...
84e341f9,Mark Gower,2003-2014,0,ENG,gb-eng,Southend United!Swansea ...
afdb885c,Marcin Baszczyński,2002-2013,0,POL,pl,Wisła Kraków!Atromitos F...
be4a7455,Łukasz Janoszka,2007-2018,1,POL,pl,Zagłębie Lubin!Ruch Chor...
27fc0e2b,Jorge Rivera Galindo,2005-2015,0,PER,co,Alianza Atlético!Unión H...
d3fd5b72,Nemanja Milisavljević,2008-2018,1,SRB,rs,FK Napredak Kruševac!FC ...
11ac6e95,Peter Larsson,2004-2017,1,SWE,se,Helsingborgs IF!Halmstad...
a81f4896,Guram Kashia,2010-2018,1,GEO,ge,Vitesse
6c5b3d31,Egídio Pereira Júnior,2006-2017,1,BRA,br,Sociedade Esportiva Palme...
f9263f99,Gabriel Zakuani,2002-2018,1,COD,cd,Gillingham!Peterborough ...
c666c11f,Daniel Cousin,2003-2011,0,GAB,ga,Lens!AE Larissa FC!Rang...
e90599ac,Tomás Costa,2006-2018,1,ARG,ar,Club Olimpo!Club Deporti...
a3d06a0f,Valérien Ismaël,1997-2009,0,FRA,fr,Werder Bremen!Lens!Baye...
deb26e4c,Lima,2008-2015,0,BRA,br,Benfica!Braga!Belenense...
a8e93bd1,Lucas Akins,2006-2018,1,ENG,gb-eng,Burton Albion!Stevenage,...
6d9dc5be,Raúl Cáceres,2009-2017,1,PAR,py,Cerro Porteño!Club Sol d...
004bdc92,Matt Done,2005-2018,1,ENG,gb-eng,Rochdale!Sheffield Unite...
212d39d4,Luis Montes,2006-2018,1,MEX,mx,León!Pachuca
3d3b9044,Victor Agali,1999-2010,0,NGA,ng,Hansa Rostock!Schalke 04...
504124ad,Michele Ferri,2002-2015,0,ITA,it,Cagliari!Palermo!Atalan...
b9c81163,Blas Pérez,2006-2016,0,PAN,pa,FC Dallas!Cúcuta Deporti...
4ad656c1,Iacopo Balestri,2001-2010,0,ITA,it,Modena!Mantova!Torino!...
851ea9c3,Fabricio Fuentes,2001-2011,0,ARG,ar,Club Atlético Vélez Sarsf...
edd38473,Hasan Ali Kaldırım,2009-2018,1,TUR,tr,Fenerbahçe SK!Kayserispor
d15ef568,Plamen Krumov,2009-2018,1,BUL,bg,PFC Lokomotiv Plovdiv!PS...
9744ff80,Pablo Sarabia,2011-2018,1,ESP,es,Sevilla!Getafe
ff70b131,Pablo Barrera,2005-2018,1,MEX,mx,UNAM!Cruz Azul!Monterre...
aa2f7528,David Pollet,2007-2018,1,BEL,be,Charleroi!Lens!Gent!An...
de343d38,Georges Mandjeck,2007-2018,1,CMR,cm,Metz!AC Sparta Prague!A...
b2a138bc,Mehdi Mostefa,2009-2017,0,ALG,dz,Ajaccio!Nîmes!Bastia!L...
5a5548e0,Yu Kobayashi,2008-2017,1,JPN,jp,Kawasaki Frontale!Mito H...
d9ad4d20,Seyi Olofinjana,2003-2014,0,NGA,ng,Wolverhampton Wanderers!...
bce47a46,Joãozinho,2009-2018,1,BRA,br,FC Krasnodar!PFC Levski ...
e3908c66,Brian Easton,2007-2018,1,SCO,gb-sco,St Johnstone!Hamilton Ac...
af5c59c3,Osama Hawsawi,2009-2018,1,KSA,sa,Al-Hilal FC!Al-Ahli SC
ea2da601,Christian Márquez,2007-2016,0,ECU,ec,Manta Fútbol Club!Delfín...
3b6d5e14,Björn Vleminckx,2003-2017,0,BEL,be,NEC Nijmegen!Mechelen!C...
26e5c484,Michael Kightly,2002-2018,1,ENG,gb-eng,Southend United!Wolverha...
db512619,Boubacar Sanogo,2005-2014,0,CIV,ci,Energie Cottbus!Werder B...
70d29079,Fabrice Pancrate,2001-2014,0,FRA,fr,Paris Saint-Germain!Nant...
2277a390,Tal Ben Haim,2004-2015,0,ISR,il,Maccabi Tel Aviv FC!Bolt...
9d816ec7,Cihan Haspolatlı,2001-2013,0,TUR,tr,Galatasaray SK!İstanbul ...
a910b70f,Simone Loria,2002-2012,0,ITA,it,Cagliari!Atalanta!Siena...
2dd41560,Giourkas Seitaridis,2000-2013,0,GRE,gr,Panathinaikos FC!Atlétic...
8969dfa6,David Bauzá,2001-2012,0,ESP,es,Albacete!Sporting Gijón,...
3e9e06cb,Craig Dawson,2009-2018,1,ENG,gb-eng,West Bromwich Albion!Roc...
26f6dca8,Manuel Lanzini,2010-2018,1,ARG,ar,West Ham United!Club Atl...
